Paper ID,Paper Title,Author Names,Primary Subject Area,Secondary Subject Areas,Status,Day.Time,Poster #,Topic,,Topic Legend,
1135,Example-Guided Image Synthesis using Adversarial Networks with Genre Consistency,Miao Wang (Beihang University)*; Guo-Ye Yang (Tsinghua University); Ruilong Li (Tsinghua University); Run-Ze Liang (Tsinghua University); Song-Hai Zhang (Tsinghua University); Peter Hall (University of Bath); Shimin Hu (Tsinghua University),Image and Video Synthesis,Deep Learning,Poster,1.1,152,J,,,
1166,MirrorGAN: Learning Text-to-image Generation by Redescription,Tingting Qiao (Zhejiang University)*; Jing Zhang (University of Technology Sydney); Dacheng Tao (University of Sydney); Duanqing Xu (Zhejiang University),Image and Video Synthesis,Deep Learning ; Vision + Language,Poster,1.1,153,J,,,
270,Light Field Messaging with Deep Photographic Steganography,Eric Wengrowski (Rutgers University)*; Kristin Dana (Rutgers University),Computational Photography,Physics-based Vision and Shape-from-X,Poster,1.1,154,K,,,
719,Im2Pencil: Controllable Pencil Illustration from Photographs,"Yijun Li (University of California, Merced)*; Chen Fang (ByteDance); Aaron Hertzmann (Adobe Research); Eli Shechtman (Adobe Research, US); Ming-Hsuan Yang (University of California at Merced)",Vision + Graphics,Image and Video Synthesis,Poster,1.1,155,K,,,
797,When Color Constancy Goes Wrong: Correcting Improperly White-Balanced Images,Mahmoud Afifi (York University)*; Brian Price (Adobe); Scott Cohen (Adobe Research); Michael S Brown (York University),Computational Photography,Low-level Vision; Vision Applications and Systems,Poster,1.1,156,K,,,
856,Beyond Volumetric Albedo --- A Surface Optimization Framework for Non-Line-of-Sight Imaging,Chia-Yin Tsai (Carnegie Mellon Unversity)*; Aswin Sankaranarayanan (Carnegie Mellon University); Ioannis Gkioulekas (Carnegie Mellon University),Computational Photography,Physics-based Vision and Shape-from-X,Poster,1.1,157,K,,,
859,Reflection Removal Using A Dual-Pixel Sensor,Abhijith Punnappurath (York University)*; Michael S Brown (York University),Computational Photography,Low-level Vision,Poster,1.1,158,K,,,
1060,Practical Coding Function Design for Time of Flight Imaging,"Felipe Gutierrez-Barragan (University of Wisconsin-Madison)*; Syed Azer Reza (University of Wisconsin-Madison); Andreas Velten (University of Wisconsin - Madison); Mohit Gupta (""University of Wisconsin-Madison, USA "")",Computational Photography,Physics-based Vision and Shape-from-X,Poster,1.1,159,K,,,
1227,Zoom in with Meta-SR: A Magnification-Arbitrary Network for Super-Resolution,"Xuecai Hu (USTC)*; Haoyuan Mu (Tsinghua University); Xiangyu Zhang (Megvii Inc); Zilei Wang (University of Science and Technology of China); Jian Sun (Megvii Technology); Tieniu Tan (NLPR, China)",Computational Photography,Low-level Vision,Poster,1.1,160,K,,,
60,Multispectral and Hyperspectral Image Fusion by MS/HS Fusion Net,"Qi Xie (Xi'an Jiaotong University)*; Minghao Zhou (Xi'an Jiaotong University); Deyu Meng (Xi'an Jiaotong University); Qian Zhao (Xi'an Jiaotong University ); Wangmeng Zuo (Harbin Institute of Technology, China); Zongben Xu (Xi'an Jiaotong University)",Low-level Vision,Computational Photography; Deep Learning,Poster,1.1,161,L,,,
145,Learning Attraction Field Representation for Robust Line Segment Detection,Nan Xue (Wuhan University); Song Bai (University of Oxford); Fudong Wang (Wuhan University); Gui-Song Xia (Wuhan University)*; Tianfu Wu (NC State University); Liangpei Zhang ( Wuhan University),Low-level Vision,"Deep Learning ; Segmentation, Grouping and Shape",Poster,1.1,162,L,,,
219,Blind Super-Resolution With Iterative Kernel Correction,"Jinjin Gu (The Chinese University of Hong Kong, Shenzhen)*; Hannan Lu (Harbin Institute of Technology); Wangmeng Zuo (Harbin Institute of Technology, China); Chao Dong (SIAT)",Low-level Vision,,Poster,1.1,163,L,,,
435,Video Magnification in the Wild: Using Fractional Anisotropy in Temporal Distribution,"Shoichiro Takeda (NTT Corporation)*; Yasunori Akagi (NTT Service Evolution Laboratories, NTT Corporation); Kazuki Okami (NTT Corporation); Megumi Isogai (NTT Media Intelligence Laboratories); Hideaki Kimata (NTT)",Low-level Vision,Image and Video Synthesis,Poster,1.1,164,L,,,
438,Attentive Feedback Network for Boundary-Aware Salient Object Detection,Mengyang Feng (Dalian University of Technology); Huchuan Lu (Dalian University of Technology)*; Errui Ding (Baidu Inc.),Low-level Vision,"Segmentation, Grouping and Shape",Poster,1.1,165,L,,,
444,Heavy Rain Image Restoration: Integrating Physics Model and Conditional Adversarial Learning,"Ruoteng Li (National University of Singapore)*; Loong Fah Cheong (NUS); Robby Tan (""Yale-NUS College, Singapore"")",Low-level Vision,Image and Video Synthesis,Poster,1.1,166,L,,,
515,Learning to Calibrate Straight Lines for Fisheye Image Rectification,Zhucun Xue (WuHan university); Nan Xue (Wuhan University); Gui-Song Xia (Wuhan University)*; Weiming Shen (Wuhan University),Low-level Vision,Computational Photography,Poster,1.1,167,L,,,
584,Camera Lens Super-Resolution,Chang Chen (University of Science and Technology of China); Zhiwei Xiong (University of Science and Technology of China)*; Xinmei Tian (USTC); Zheng-Jun Zha (University of Science and Technology of China); Feng Wu (University of Science and Technology of China),Low-level Vision,,Poster,1.1,168,L,,,
586,Frame-Consistent Recurrent Video Deraining with Dual-Level Flow,Wenhan Yang (City University of Hong Kong)*; Jiaying Liu (Peking University); Jiashi Feng (NUS),Low-level Vision,Computational Photography,Poster,1.1,169,L,,,
675,Deep Plug-and-Play Super-Resolution for Arbitrary Blur Kernels,"Kai Zhang (Harbin Institute of Technology); Wangmeng Zuo (Harbin Institute of Technology, China)*; Lei Zhang (""Hong Kong Polytechnic University, Hong Kong, China"")",Low-level Vision,,Poster,1.1,170,L,,,
695,Sea-thru: A Method to Remove Water From Underwater Images,Derya Akkaynak (Dr.)*; Tali Treibitz (University of Haifa),Low-level Vision,Computational Photography,Poster,1.1,171,L,,,
740,Deep Network Interpolation for Continuous Imagery Effect Transition,Xintao Wang (The Chinese University of Hong Kong)*; Ke Yu (The Chinese University of Hong Kong); Chao Dong (SIAT); Xiaoou Tang (The Chinese University of Hong Kong); Chen Change Loy (Nanyang Technological University),Low-level Vision,,Poster,1.1,172,L,,,
759,Spatially Variant Linear Representation Models for Joint Filtering,Jinshan Pan (Nanjing University of Science and Technology)*; Jiangxin Dong (Dalian University of Technology); Jimmy Ren (SenseTime Research); Liang Lin (Sun Yat-sen University); Jinhui Tang (Nanjing University of Science and Technology); Ming-Hsuan Yang (University of California at Merced),Low-level Vision,Computational Photography,Poster,1.1,173,L,,,
916,Toward Convolutional Blind Denoising of Real-world Noisy Photographs,"Shi Guo (Harbin Institute of Technology); Zifei Yan (Harbin Institute of Technology); Kai Zhang (Harbin Institute of Technology); Wangmeng Zuo (Harbin Institute of Technology, China)*; Lei Zhang (""Hong Kong Polytechnic University, Hong Kong, China"")",Low-level Vision,,Poster,1.1,174,L,,,
921,Towards Real Scene Super-Resolution with Raw Images,Xiangyu Xu (Tsinghua University)*; Yongrui Ma (sensetime); Wenxiu Sun (SenseTime Research),Low-level Vision,Deep Learning,Poster,1.1,175,L,,,
1034,ODE-inspired Network Design for Single Image Super-Resolution,"Xiangyu He (Institute of Automation, Chinese Academy of Sciences)*; Zitao Mo (Chinese Academy of Sciences); Peisong Wang (Institute of Automation, Chinese Academy of Sciences); Yang Liu (Alibaba Group); Mingyuan Yang (Alibaba); Jian Cheng (""Chinese Academy of Sciences, China"")",Low-level Vision,,Poster,1.1,176,L,,,
1075,Blind Image Deblurring With Local Maximum Gradient Prior,Liang Chen (East China Normal University); Faming Fang (East China Normal University)*; Tingting Wang (East China Normal University); Guixu Zhang (East China Normal University),Low-level Vision,Optimization Methods,Poster,1.1,177,L,,,
1318,Attention-guided Network for Ghost-free High Dynamic Range Imaging,"Qingsen Yan (Northwestern Polytechnical University); Dong Gong (The University of Adelaide)*; Qinfeng Shi (University of Adelaide); Anton van den Hengel (University of Adelaide); Chunhua Shen (University of Adelaide); Ian Reid (""University of Adelaide, Australia""); Yanning Zhang (Northwestern Polytechnical University)",Low-level Vision,,Poster,1.1,178,L,,,
80,Searching for A Robust Neural Architecture in Four GPU Hours,Xuanyi Dong (UTS)*; Yi Yang (UTS),Representation Learning,Deep Learning,Poster,1.1,179,M,,,
214,Hierarchy Denoising Recursive Autoencoders for 3D Scene Layout Prediction,Yifei Shi (National University of Defense Technology); Angel X Chang (Eloquent Labs); Manolis Savva (Simon Fraser University); Zhenlun Wu (Princeton University); Kai Xu (National University of Defense Technology)*,Scene Analysis and Understanding,"Recognition: Detection, Categorization, Retrieval; Segmentation, Grouping and Shape",Poster,1.1,180,M,,,
242,Adaptively-Connected Neural Network,"Guangrun Wang (Sun Yat-sen University)*; Keze Wang (University of California, Los Angeles); Liang Lin (Sun Yat-sen University)",Representation Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.1,181,M,,,
281,CrDoCo: Pixel-level Domain Transfer with Cross-Domain Consistency,Yun-Chun Chen (Academia Sinica)*; Yen-Yu Lin (Academia Sinica); Ming-Hsuan Yang (University of California at Merced); Jia-Bin Huang (Virginia Tech),Representation Learning,"Segmentation, Grouping and Shape",Poster,1.1,182,M,,,
282,Temporal Cycle-Consistency Learning,Debidatta Dwibedi (Google)*; Yusuf Aytar (DeepMind); Jonathan Tompson (Google); Pierre Sermanet (Google); Andrew Zisserman (University of Oxford),Representation Learning,"Recognition: Detection, Categorization, Retrieval; Video Analytics; Visual Reasoning",Poster,1.1,183,M,,,
369,Predicting Future Frames using Retrospective Cycle GAN,Yong-Hoon Kwon (LG Electronics)*; Min-Gyu Park (Korea Electronics Technology Institute),Scene Analysis and Understanding,Image and Video Synthesis,Poster,1.1,184,M,,,
390,Density Map Regression Guided Detection Network for RGB-D Crowd Counting and Localization,Dongze Lian (Shanghaitech University)*; Jing Li (ShanghaiTech University); Jia Zheng (ShanghaiTech University); Weixin Luo (Shanghaitech University); Shenghua Gao (Shanghaitech University),Scene Analysis and Understanding,RGBD sensors and analytics,Poster,1.1,185,M,,,
440,TAFE-Net: Task-Aware Feature Embeddings for Efficient Learning and Inference,Xin Wang (UC Berkeley)*; Fisher Yu (UC Berkeley); Ruth Wang (UC Berkeley); Trevor Darrell (UC Berkeley); Joseph Gonzalez (UC Berkeley),Representation Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.1,186,M,,,
642,Learning Semantic Segmentation from Synthetic Data: A Geometrically Guided Input-Output Adaptation Approach,Yuhua Chen (ETH Zurich)*; Wen Li (ETH Zurich); Xiaoran Chen (ETH Zurich); Luc Van Gool (ETH Zurich),Scene Analysis and Understanding,"Deep Learning ; Image and Video Synthesis; Recognition: Detection, Categorization, Retrieval",Poster,1.1,187,M,,,
651,Attentive Single-tasking of Multiple Tasks,Kevis-Kokitsi Maninis (Eidgenössiche Technische Hochschule Zürich)*; Ilija Radosavovic (Facebook AI Research); Iasonas Kokkinos (UCL),Scene Analysis and Understanding,Deep Learning,Poster,1.1,188,M,,,
718,FastAP: Deep Metric Learning to Rank,Kun He (Facebook Reality Labs)*; Fatih Cakir (Boston University); XIDE XIA (Boston University); Brian Kulis (Boston University); Stan Sclaroff (Boston University),Representation Learning,"Deep Learning ; Recognition: Detection, Categorization, Retrieval",Poster,1.1,189,M,,,
829,End-to-End Multi-Task Learning with Attention,Shikun Liu (Imperial College London)*; Edward Johns (Imperial College London); Andrew Davison (Imperial College London),Representation Learning,"Deep Learning ; Segmentation, Grouping and Shape",Poster,1.1,190,M,,,
1097,Self-Supervised Learning via Conditional Motion Propagation,Xiaohang Zhan (The Chinese University of Hong Kong)*; Xingang Pan (The Chinese University of Hong Kong); Ziwei Liu (The Chinese University of Hong Kong); Dahua Lin (The Chinese University of Hong Kong); Chen Change Loy (Nanyang Technological University),Representation Learning,Scene Analysis and Understanding,Poster,1.1,191,M,,,
1173,Bridging Stereo Matching and Optical Flow via Spatiotemporal Correspondence,Hsueh-Ying Lai (National Chiao Tung University); Yi-Hsuan Tsai (NEC Labs America); Wei-Chen Chiu (National Chiao Tung University)*,Scene Analysis and Understanding,Deep Learning,Poster,1.1,192,M,,,
1176,All about Structure: Adapting Structural Information across Domains for Boosting Semantic Segmentation,Wei-Lun Chang (National Chiao Tung University); Hui-Po Wang (National Chiao Tung University); Wen-Hsiao Peng (National Chiao Tung University); Wei-Chen Chiu (National Chiao Tung University)*,Scene Analysis and Understanding,Deep Learning,Poster,1.1,193,M,,,
1199,Iterative Reorganization with Weak Spatial Constraints:Solving Arbitrary Jigsaw Puzzles for Unsupervised Representation Learning,Chen Wei (Peking University); Lingxi Xie (Johns Hopkins University)*; Xutong Ren (Peking University); Yingda Xia (Johns Hopkins University); Chi Su (Kingsoft Cloud); Jiaying Liu (Peking University); Qi Tian (Huawei Noah’s Ark Lab); Alan Yuille (Johns Hopkins University),Representation Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.1,194,M,,,
1306,Revisiting Self-Supervised Visual Representation Learning,Alexander Kolesnikov (Google Brain)*; Xiaohua Zhai (Google Brain); Lucas Beyer (Google Brain),Representation Learning,Deep Learning ; Low-level Vision,Poster,1.1,195,M,,,
31,It’s not about the Journey; It’s about the Destination: Following Soft Paths under Question-Guidance for Visual Reasoning,Monica Haurilet (KIT)*; Alina Roitberg (KIT); Rainer Stiefelhagen (Karlsruhe Institute of Technology),Visual Reasoning,Vision + Language,Poster,1.1,196,N,,,
340,Actively Seeking and Learning from Live Data,Damien Teney (The University of Adelaide)*; Anton van den Hengel (University of Adelaide),Vision + Language,Visual Reasoning,Poster,1.1,197,N,,,
409,Improving Referring Expression Grounding with Cross-modal Attention-guided Erasing,"Xihui Liu (The Chinese University of Hong Kong)*; Zihao Wang (Sensetime); Hongsheng Li (Chinese University of Hong Kong); Jing Shao (Sensetime); Xiaogang Wang (Chinese University of Hong Kong, Hong Kong)",Vision + Language,"Recognition: Detection, Categorization, Retrieval",Poster,1.1,198,N,,,
598,Neighbourhood Watch: Referring Expression Comprehension via Language-guided Graph Attention Networks,Peng Wang (The University of Adelaide)*; Qi Wu (University of Adelaide); Jiewei Cao (The University of Adelaide); Chunhua Shen (University of Adelaide); Lianli Gao (The University of Electronic Science and Technology of China); Anton van den Hengel (University of Adelaide),Vision + Language,"Recognition: Detection, Categorization, Retrieval",Poster,1.1,199,N,,,
622,Scene Graph Generation with External Knowledge and Image Reconstruction,Jiuxiang Gu (Nanyang Technological University)*; Handong Zhao (Adobe Research); Zhe Lin (Adobe Research); Sheng Li (University of Georgia); Jianfei Cai (Nanyang Technological University); Mingyang Ling (Google Cloud AI),Visual Reasoning,Vision + Language,Poster,1.1,200,N,,,
674,Polysemous Visual-Semantic Embedding for Cross-Modal Retrieval,Yale Song (Microsoft)*; Mohammad Soleymani (University of Southern California),Vision + Language,"Recognition: Detection, Categorization, Retrieval; Video Analytics",Poster,1.1,201,N,,,
846,MUREL: Multimodal Relational Reasoning for Visual Question Answering,"Hedi Ben-younes (Sorbonne université)*; Remi Cadene (LIP6); Matthieu Cord (Sorbonne University); Nicolas Thome (CNAM, Paris)",Vision + Language,Scene Analysis and Understanding; Visual Reasoning,Poster,1.1,202,N,,,
1022,Heterogeneous Memory Enhanced Multimodal Attention Model for Video Question Answering,Chenyou Fan (Indiana University)*; Xiaofan Zhang (JD.com); Shu Zhang (JD.com); Wensheng Wang (JD.com); Chi Zhang (JD.com); Heng Huang (University of Pittsburgh),Visual Reasoning,Deep Learning,Poster,1.1,203,N,,,
1151,Information Maximizing Visual Question Generation,Ranjay Krishna (Stanford University)*; Michael Bernstein (Stanford University); Li Fei-Fei (Stanford University),Vision + Language,Scene Analysis and Understanding,Poster,1.1,204,N,,,
1235,Learning to Detect Human-Object Interactions with Knowledge,"Bingjie Xu (National University of Singapore)*; Wong Yongkang (National University of Singapore); Junnan Li (National University of Singapore); Qi Zhao (University of Minnesota); Mohan Kankanhalli (National University of Singapore,)",Visual Reasoning,Scene Analysis and Understanding; Vision + Language,Poster,1.1,205,N,,,
1298,Learning Words by Drawing Images,Adria Recasens (Massachusetts Institute of Technology)*; Dídac Surís (University of Toronto); David Bau (MIT); David Harwath (MIT CSAIL); James Glass (MIT); Antonio Torralba (MIT),Vision + Language,Visual Reasoning,Poster,1.1,206,N,,,
5401,Factor Graph Attention,Idan Schwartz (Technion)*; Seunghak Yu (Samsung Research); Tamir Hazan (Technion); Alexander Schwing (UIUC),Vision + Language,Visual Reasoning,Poster,1.1,207,N,,,
329,Reducing Uncertainty in Undersampled MRI Reconstruction with Active Acquisition,Zizhao Zhang (University of Florida)*; Adriana Romero (FAIR); Matthew Muckley (New York University); Pascal Vincent (Facebook FAIR & MILA Université de Montréal); Lin Yang (University of Florida); Michal Drozdzal (FAIR),"Medical, Biological and Cell Microscopy",Image and Video Synthesis,Poster,1.1,208,O,,,
389,ESIR: End-to-end Scene Text Recognition via Iterative Image Rectification,Fangneng Zhan (Nanyang Technological University); Shijian Lu (Nanyang Technological University)*,Document Analysis,"Deep Learning ; Recognition: Detection, Categorization, Retrieval",Poster,1.1,209,O,,,
545,ROI-10D: Monocular Lifting of 2D Detection to 6D Pose and Metric Shape,Fabian Manhardt (TU Munich); Wadim Kehl (Toyota Research Institute)*; Adrien Gaidon (Toyota Research Institute),Robotics + Driving,3D from Single Image; Deep Learning,Poster,1.1,210,O,,,
810,Collaborative Learning of Semi-Supervised Segmentation and Classification for Medical Images,Yi Zhou (Inception Institute of Artificial Intelligence)*; Xiaodong He (Inception Institute of Artificial Intelligence); Lei Huang (the inception institute of artificial intelligence); Li Liu (the inception institute of artificial intelligence); Fan Zhu (Inception Institute of Artificial Intelligence); Shanshan Cui (Inception Institute of Artificial Intelligence); Ling Shao (Inception Institute of Artificial Intelligence),"Medical, Biological and Cell Microscopy","Biometrics ; Deep Learning ; Representation Learning; Segmentation, Grouping and Shape",Poster,1.1,211,O,,,
949,Biologically-Constrained Graphs for Global Connectomics Reconstruction,Brian Matejek (Harvard University )*; Daniel Haehn (Harvard University); Haidong Zhu (Tsinghua University); Donglai Wei (Harvard/SEAS); Toufiq Parag (Harvard University); Hanspeter Pfister (Harvard University),"Medical, Biological and Cell Microscopy","Segmentation, Grouping and Shape",Poster,1.1,212,O,,,
974,P3SGD: Patient Privacy Preserving SGD for Regularizing Deep CNNs in Pathological Image Classification,"Bingzhe Wu (Peking University)*; Shiwan Zhao (IBM Research); Guangyu Sun (Peking University); Xiaolu Zhang (Ant Financial Services Group); Zhong Su (IBM Research); Caihong Zeng (National Clinical Research Center of Kidney Diseases, Jinling Hospital, Nanjing University School of Medicine); Zhihong Liu (National Clinical Research Center of Kidney Diseases, Jinling Hospital, Nanjing University School of Medicine)","Medical, Biological and Cell Microscopy",Deep Learning ; Vision Applications and Systems,Poster,1.1,213,O,,,
1070,Elastic Boundary Projection for 3D Medical Imaging Segmentation,Tianwei Ni (Peking University); Lingxi Xie (Johns Hopkins University)*; Huangjie Zheng (Shanghai Jiao Tong University); Elliot K Fishman (JHMI); Alan Yuille (Johns Hopkins University),"Medical, Biological and Cell Microscopy","Deep Learning ; Segmentation, Grouping and Shape",Poster,1.1,214,O,,,
1195,SIXray: A Large-scale Security Inspection X-ray Benchmark for Prohibited Item Discovery in Overlapping Images,"Caijing Miao (University of Chinese Academy of Sciences)*; Lingxi Xie (Johns Hopkins University); Fang Wan (University of Chinese Academy of Sciences); Chi Su (Kingsoft Cloud); Hongye Liu (Kingsoft Cloud); Jianbin Jiao (University of Chinese Academy of Sciences); Qixiang Ye (University of Chinese Academy of Sciences, China)",Vision Applications and Systems,"Big Data, Large Scale Methods ; Datasets and Evaluation; Deep Learning",Poster,1.1,215,O,,,
5541,Noise2Void - Learning Denoising from Single Noisy Images,Alexander Krull (CSBD/MPI-CBG)*; Tim-Oliver Buchholz (CSBD/MPI-CBG); Florian Jug (CSBD/MPI-CBG),"Medical, Biological and Cell Microscopy",Deep Learning ; Low-level Vision; Statistical Learning,Poster,1.1,216,O,,,
513,Gotta Adapt ’Em All: Joint Pixel and Feature-Level Domain Adaptation for Recognition in the Wild,Luan Tran (Michigan State University)*; Kihyuk Sohn (NEC Laboratories America); Xiang Yu (NEC Labs); Xiaoming Liu (Michigan State University); Manmohan Chandraker (NEC Labs America),Deep Learning,Representation Learning; Vision Applications and Systems,Poster,1.2,1,A,,,
1438,Understanding the Disharmony between Dropout and Batch Normalization by Variance Shift,Xiang Li (Nanjing University of Science and Technology)*; Shuo Chen (Nanjing University of Science and Technology); Xiaolin Hu (Tsinghua University); Jian Yang (Nanjing University of Science and Technology),Deep Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.2,2,A,,,
1489,Circulant Binary Convolutional Networks: Enhancing the Performance of 1-bit DCNNs with Circulant Back Propagation,"Chunlei Liu (Beihang University); Wenrui Ding (Beihang University); Xin Xia (Beihang University); Baochang Zhang (Beihang University); Jiaxin Gu (Beihang University); Jianzhuang Liu (Noah's Ark Lab, Huawei Technologies Company, Ltd., China); Rongrong Ji (Xiamen University, China)*; David Doermann (University at Buffalo)",Deep Learning,"Optimization Methods; Recognition: Detection, Categorization, Retrieval",Poster,1.2,3,A,,,
1536,DeFusionNET: Defocus Blur Detection via Recurrently Fusing and Refining Multi-scale Deep Features,Chang Tang (China University of Geosciences)*; Lizhe Wang (China University of Geosciences); Albert Zomaya (The University of Sydney); Xinwang Liu (National University of Defense Technology); Xinzhong Zhu (Zhejiang Normal University),Deep Learning,"Recognition: Detection, Categorization, Retrieval; Scene Analysis and Understanding",Poster,1.2,4,A,,,
1574,Virtual Networks for Memory Efficient Inference of Multiple Tasks,"Eunwoo Kim (University of Oxford); Chanho Ahn (Department of ECE and ASRI, Seoul National University); Philip Torr (University of Oxford); Songhwai Oh (Seoul National University)*",Deep Learning,Representation Learning,Poster,1.2,5,A,,,
1628,Universal Domain Adaptation,"Kaichao You (Tsinghua Univ); Zhangjie Cao (Tsinghua University); Mingsheng Long (Tsinghua University)*; Jianmin Wang (""Tsinghua University, China""); Michael Jordan (UC Berkeley)",Deep Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.2,6,A,,,
1673,Improving Transferability of Adversarial Examples with Input Diversity,"Cihang Xie ( Johns Hopkins University ); Yuyin Zhou (Johns Hopkins University)*; Song Bai (University of Oxford); Zhishuai Zhang (Johns Hopkins University); Jianyu Wang (Baidu Research USA); Zhou Ren (""Snap Inc.""); Alan Yuille (Johns Hopkins University)",Deep Learning,"Recognition: Detection, Categorization, Retrieval; Statistical Learning",Poster,1.2,7,A,,,
1786,Sequence-to-Sequence Domain Adaptation Network for Robust Text Image Recognition,"Yaping Zhang (National Laboratory of Pattern Recognition, Institute of Automation, University of Chinese Academy of Sciences, Beijing, China); Shuai Nie (National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences); Wenju Liu (National Laboratory of Pattern Recognition, Institute of Automation, University of Chinese Academy of Sciences, Beijing, China)*; Xing Xu (University of Electronic Science and Technology of China); Dongxiang Zhang (University of Electronic Science and Technology of China); Heng Tao Shen (University of Electronic Science and Technology of China (UESTC))",Deep Learning,"Document Analysis ; Recognition: Detection, Categorization, Retrieval",Poster,1.2,8,A,,,
1848,Hybrid-Attention based Decoupled Embedding Learning for Zero-Shot Image Retrieval,Binghui Chen (BUPT)*; Weihong Deng (Beijing University of Posts and Telecommunications),Deep Learning,"Recognition: Detection, Categorization, Retrieval; Representation Learning",Poster,1.2,9,A,,,
1910,Learning to sample,Oren Dovrat (Tel Aviv University)*; Itai Lang (Tel Aviv University); Shai Avidan (Tel Aviv University),Deep Learning,,Poster,1.2,10,A,,,
1937,Few-Shot Learning via Saliency-guided Hallucination of Samples,"Hongguang Zhang (Australian National University)*; Jing Zhang (Australian National University); Piotr Koniusz (Data61/CSIRO, ANU)",Deep Learning,"Recognition: Detection, Categorization, Retrieval; Representation Learning; Segmentation, Grouping a",Poster,1.2,11,A,,,
1961,Variational Convolutional Neural Network Pruning,Chenglong Zhao (Shanghai Jiao Tong University); Bingbing Ni (Shanghai Jiao Tong University)*; Jian Zhang (Shanghai Jiaotong University); Qiwei Zhao (Shanghai Jiao Tong University); Wenjun Zhang (Shanghai Jiao Tong University); Qi Tian (Huawei Noah’s Ark Lab),Deep Learning,Computer Vision Theory,Poster,1.2,12,A,,,
1983,Towards Optimal Structured CNN Pruning via Generative Adversarial Learning,"Shaohui Lin (Xiamen University); Rongrong Ji (Xiamen University, China)*; Chenqian Yan (Xiamen University); Baochang Zhang (Beihang University); Liujuan Cao (Xiamen University); Qixiang Ye (University of Chinese Academy of Sciences, China); Feiyue Huang (Tencent); David Doermann (University at Buffalo)",Deep Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.2,13,A,,,
1989,Exploiting Kernel Sparsity and Entropy for Interpretable CNN Compression,"Yuchao Li (Xiamen University); Shaohui Lin (Xiamen University); Baochang Zhang (Beihang University); Jianzhuang Liu (Noah's Ark Lab, Huawei Technologies Company, Ltd., China); David Doermann (University at Buffalo); Yongjian Wu (Tencent Technology (Shanghai) Co.,Ltd); Feiyue Huang (Tencent); Rongrong Ji (Xiamen University, China)*",Deep Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.2,14,A,,,
2110,Fully Quantized Network for Object Detection,Rundong Li (ShanghaiTech University)*; Feng Liang (Tsinghua University; SenseTime); Hongwei Qin (Sensetime); Yan Wang (SenseTime); Rui Fan (ShanghaiTech University); Junjie Yan (Sensetime Group Limited),Deep Learning,"Recognition: Detection, Categorization, Retrieval; Representation Learning",Poster,1.2,15,A,,,
2124,MnasNet: Platform-Aware Neural Architecture Search for Mobile,Mingxing Tan (Google Brain)*; Bo Chen (Google); Ruoming Pang (Google Brain); Vijay Vasudevan (Google Brain); Mark Sandler (Google); Andrew Howard (Google); Quoc Le (Google Brain),Deep Learning,"Recognition: Detection, Categorization, Retrieval",Poster,1.2,16,A,,,
2205,"Student Becoming the Master: Knowledge Amalgamation for Joint Scene Parsing, Depth Estimation, and More",Jingwen Ye (Zhejiang University)*; Yixin Ji (Zhejiang University); Xinchao Wang (Stevens Institute of Technology); Kairi Ou (Alibaba); Dapeng Tao (Yunnan University); Mingli Song (Zhejiang University),Deep Learning,Vision Applications and Systems,Poster,1.2,17,A,,,
16,Joint Discriminative and Generative Learning for Person Re-identification,"Zhedong Zheng (University of Technology Sydney)*; Xiaodong Yang (NVIDIA Research); Zhiding Yu (NVIDIA); Liang Zheng (Australian National University); Yi Yang (University of Technology, Sydney); Jan Kautz (NVIDIA)","Recognition: Detection, Categorization, Retrieval","Face, Gesture, and Body Pose ; Representation Learning",Oral,1.2,18,B,,,
522,Unsupervised Person Re-identification by Soft Multilabel Learning,"Hong-Xing Yu (Sun Yat-Sen University); WEI-SHI ZHENG (Sun Yat-sen University, China)*; Ancong Wu (Sun Yat-sen University); Xiaowei Guo (Tencent Youtu Lab); Shaogang Gong (Queen Mary University of London); Jian-Huang Lai (Sun Yat-sen University)",Biometrics,"Recognition: Detection, Categorization, Retrieval; Video Analytics",Oral,1.2,19,B,,,
2262,Learning Context Graph for Person Search,Yichao Yan (Shanghai Jiao Tong University)*; Qiang Zhang (Shanghai Jiao Tong University); Bingbing Ni (Shanghai Jiao Tong University); Wendong Zhang (Shanghai Jiao Tong University); Minghao Xu (Shanghai Jiaotong University); Xiaokang Yang (Shanghai Jiao Tong University of China),"Recognition: Detection, Categorization, Retrieval",Visual Reasoning,Oral,1.2,20,B,,,
220,Gradient Matching Generative Networks for Zero-Shot Learning,Mert Bulent Sariyildiz (Bilkent University)*; Ramazan Gokberk Cinbis (METU),"Recognition: Detection, Categorization, Retrieval",Vision + Language,Oral,1.2,21,B,,,
